=====  ADT-Version 8.2.1 =====
                  ----Intensity--- -Tno Values-- ---TnoCI Rules---  -Temperature-                    
           Time         MSLPVmax   Fnl Adj Ini   Cnstrnt Wkng Rpd    Cntr   Mean   Scene  EstRMW   MW   Storm Location  Fix
   Date    (UTC)   CI  (CKZ)(kts)  Tno Raw Raw    Limit  Flag Wkng  Region  Cloud  Type    (km)  Score   Lat     Lon    Mthd    Sat   VZA  Comments
2017SEP08 164500  4.7  974.0  82.2  4.7 5.4 5.4  none  OFF  OFF  -36.36 -63.38  EYE      9   39.0   21.09   96.18  SPRL   GOES13 34.4 
2017SEP08 171500  4.7  974.0  82.2  4.7 5.2 5.2  none  OFF  OFF  -43.76 -62.76  EYE    -99   39.0   21.07   96.21  SPRL   GOES13 34.4 
2017SEP08 174500  4.9  970.1  87.4  4.9 5.3 5.3  none  OFF  OFF  -30.26 -61.33  EYE    -99   39.0   21.05   96.24  SPRL   GOES13 34.4 
2017SEP08 181500  5.0  969.1  90.0  5.0 5.1 5.1  none  OFF  OFF  -37.56 -59.77  EYE    -99   39.0   21.03   96.28  SPRL   GOES13 34.4 
2017SEP08 184500  5.0  969.1  90.0  5.0 4.4 4.3  0.5Thour OFF  OFF  -45.36 -59.00  UNIFRM   NA   39.0   21.01   96.31  SPRL   GOES13 34.4 
2017SEP08 191500  5.0  969.2  90.0  4.9 4.5 4.3  0.5Thour  ON  OFF  -51.26 -58.12  UNIFRM   NA   39.0   20.99   96.45  SPRL   GOES13 34.5 
2017SEP08 194500  5.0  969.2  90.0  4.9 4.5 4.2  0.5Thour  ON  OFF  -57.46 -57.44  UNIFRM   NA   39.0   20.97   96.48  SPRL   GOES13 34.5 
2017SEP08 201500  5.0  969.1  90.0  4.7 4.4 4.0  0.5Thour  ON  OFF  -55.76 -57.10  UNIFRM   NA   39.0   21.02   96.43  FCST   GOES13 34.5 
2017SEP08 204500  5.0  969.1  90.0  4.6 4.4 4.0  0.5Thour  ON  OFF  -52.76 -56.34  UNIFRM   NA   39.0   21.01   96.48  FCST   GOES13 34.6 
2017SEP08 211500  5.0  969.1  90.0  4.5 4.2 2.3  0.5Thour  ON  FLG   11.24 -26.56  CRVBND   NA   39.0   21.14   95.40  SPRL   GOES13 33.8 
2017SEP08 214500  5.0  969.2  90.0  4.3 4.1 4.0  0.5Thour  ON  FLG  -48.56 -54.26  UNIFRM   NA   39.0   20.98   96.57  FCST   GOES13 34.6 
2017SEP08 221500  5.0  969.2  90.0  4.3 4.0 3.9  0.5Thour  ON  FLG  -50.06 -51.76  UNIFRM   NA   39.0   20.97   96.62  FCST   GOES13 34.6 
2017SEP08 224500  5.0  969.2  90.0  4.2 4.0 3.8  0.7T6hr   ON  FLG  -52.76 -50.05  UNIFRM   NA   39.0   20.96   96.67  FCST   GOES13 34.7 
2017SEP08 231500  5.0  969.2  90.0  4.1 4.0 3.8  0.7T6hr   ON  FLG  -53.76 -48.51  UNIFRM   NA   39.0   20.95   96.72  FCST   GOES13 34.7 
2017SEP08 234500  5.0  969.4  90.0  4.1 4.2 3.0  0.7T6hr   ON  FLG  -28.46 -40.08  CRVBND   NA   39.0   20.49   96.39  SPRL   GOES13 34.1 
2017SEP09 001500  5.0  968.2  90.0  4.1 4.3 3.6  0.7T6hr   ON  FLG  -51.56 -45.35  UNIFRM   NA   15.0   20.93   96.81  FCST   GOES13 34.8 
2017SEP09 004500  5.0  968.2  90.0  4.1 4.3 3.5  0.7T6hr   ON  OFF  -45.36 -43.05  UNIFRM   NA   15.0   20.92   96.85  FCST   GOES13 34.8 
2017SEP09 011500  4.9  970.2  87.4  4.1 4.2 3.5  0.7T6hr   ON  OFF  -35.86 -40.70  UNIFRM   NA    0.0   20.91   96.90  FCST   GOES13 34.8 
2017SEP09 014500  4.9  970.2  87.4  4.1 4.2 3.3  0.7T6hr   ON  OFF  -29.16 -36.29  UNIFRM   NA    0.0   20.90   96.94  FCST   GOES13 34.9 
2017SEP09 021500  4.7  974.2  82.2  4.1 4.0 2.9  0.7T6hr   ON  OFF  -24.36 -35.01  CRVBND   NA    0.0   20.65   97.13  FCST   GOES13 34.8 

